confirmed,recovered,deceased,Vaccine_doses,pop perc,Population,pop_density,Oxygen Production m/t,Demand,Supply,18-45yrs per,45+yrs perr,hospital,beds,Test Positivity Ratio,Growth in TPR ,Number of tests
18231,16930,164,13841990,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,22.6,-0.8,9242688
17987,17667,160,14019524,24.87,77264000,200,120,205,205,39.39,18.48,137,1391,23.7,1.1,9322119
6,2,0,104473,25,664000,86,90,20,90,46.95,18.38,1,10,,,79739
6,0,0,112414,25,664000,86,90,20,90,46.95,18.38,1,10,,,79895
22,2,0,115201,25,664000,86,90,20,90,46.95,18.38,1,10,,,80088
54,1,0,117171,25,664000,86,90,20,90,46.95,18.38,1,10,,,80379
5,2,0,126124,25,664000,86,90,20,90,46.95,18.38,1,10,,,80532
25,5,0,135661,25,664000,86,90,20,90,46.95,18.38,1,10,,,80684
21,0,0,141777,25,664000,86,90,20,90,46.95,18.38,1,10,,,80939
41,5,0,148555,25,664000,86,90,20,90,46.95,18.38,1,10,,,81072
22,10,0,155296,25,664000,86,90,20,90,46.95,18.38,1,10,,,81229
72,4,0,160123,25,664000,86,90,20,90,46.95,18.38,1,10,,,81376
105,5,0,161058,25,664000,86,90,20,90,46.95,18.38,1,10,,,81576
9,3,0,166609,25,664000,86,90,20,90,46.95,18.38,1,10,,,81749
91,4,0,171142,25,664000,86,90,20,90,46.95,18.38,1,10,,,81777
50,2,0,172465,25,664000,86,90,20,90,46.95,18.38,1,10,,,82162
124,18,1,177160,25,664000,86,90,20,90,46.95,18.38,1,10,,,82286
67,14,0,182621,25,664000,86,90,20,90,46.95,18.38,1,10,,,82475
121,14,0,185449,25,664000,86,90,20,90,46.95,18.38,1,10,,,82729
148,4,1,185895,25,664000,86,90,20,90,46.95,18.38,1,10,,,82757
23,20,2,189953,25,664000,86,90,20,90,46.95,18.38,1,10,,,82848
97,40,2,193834,25,664000,86,90,20,90,46.95,18.38,1,10,1.2,1.2,83021
151,21,1,196919,25,664000,86,90,20,90,46.95,18.38,1,10,29.3,28.1,83701
170,22,3,200586,25,664000,86,90,20,90,46.95,18.38,1,10,23.2,-6.2,91591
205,19,1,203966,25,664000,86,90,20,90,46.95,18.38,1,10,25.1,1.9,92106
259,41,1,205129,25,664000,86,90,20,90,46.95,18.38,1,10,32.5,7.4,92840
230,68,1,204990,25,664000,86,90,20,90,46.95,18.38,1,10,28.8,-3.7,93658
27,100,1,207514,25,664000,86,90,20,90,46.95,18.38,1,10,22.3,-4.5,94455
230,22,1,209932,25,664000,86,90,20,90,46.95,18.38,1,10,28.8,4.5,95254
221,89,4,212161,25,664000,86,90,20,90,46.95,18.38,1,10,27.6,-1.2,95365
264,50,3,214717,25,664000,86,90,20,90,46.95,18.38,1,10,29.4,1.8,96164
268,123,2,217439,25,664000,86,90,20,90,46.95,18.38,1,10,33.2,3.8,96965
200,65,5,218186,25,664000,86,90,20,90,46.95,18.38,1,10,29.3,-3.9,97863
4276,1869,19,3402198,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,5,0.1,20258907
5441,1890,23,3533869,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,6.2,1.2,20347042
5989,1952,23,3666549,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,7.1,0.9,20431588
6618,2314,22,3715293,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,7.5,0.4,20520126
6711,2339,19,3881778,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,8.1,0.6,20603108
6984,3289,18,4021060,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,8.4,0.3,20686440
7819,3464,25,4110452,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,8,-0.4,20784108
7987,4176,29,4323754,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,8.4,0.4,20879495
8449,4920,33,4532483,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,8.7,0.3,20976696
9344,5263,39,4670781,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,9.3,0.6,21077500
10723,5925,42,4711901,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,9.7,0.5,21187630
10941,6172,44,4814662,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,9.8,0.1,21299220
10986,6250,48,4892488,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,10.8,1,21400549
11681,7071,53,4965949,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,10.4,-0.5,21513210
12652,7526,59,5076978,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,10.9,0.6,21628863
13776,8078,78,5206836,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,11,0.1,21754456
14842,9142,80,5328811,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,11.8,0.8,21880174
15659,11065,82,5351384,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,12.4,0.6,22006472
15684,13625,94,5484633,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,13,0.7,22126656
15830,14043,77,5626091,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,13,0,22248205
16665,15114,98,5741587,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,12.8,-0.2,22378247
17897,15542,107,5845888,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,12.7,-0.1,22518836
18692,16007,113,5947800,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,13,0.3,22662407
19588,17164,147,6045628,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,12.9,-0.1,22813859
20768,17576,153,6046284,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,14.5,1.6,22956942
20952,18016,122,6123161,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,14.9,0.3,23097963
21228,19112,144,6188845,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,15.1,0.3,23238475
23310,20062,167,6249242,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,15,-0.1,23393857
24898,21546,195,6336452,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,16.4,1.4,23545987
26465,22381,197,6422679,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,17.3,1,23698799
27397,23110,241,6480287,48.4,75695000,550,249,200,220,44.19,26.37,293,2381,17.6,0.2,23854797
2055,303,7,1783357,39.8,37220000,307,100,360,360,42.7,20.47,20,841,2.4,-0.2,10659953
2478,363,5,1898374,39.8,37220000,307,100,360,360,42.7,20.47,20,841,2.4,0.1,10761939
2909,584,6,2060865,39.8,37220000,307,100,360,360,42.7,20.47,20,841,2.6,0.2,10873665
3187,787,7,2161735,39.8,37220000,307,100,360,360,42.7,20.47,20,841,2.8,0.2,10988976
2251,565,6,2292129,39.8,37220000,307,100,360,360,42.7,20.47,20,841,2.8,0.1,11068003
3052,778,7,2318292,39.8,37220000,307,100,360,360,42.7,20.47,20,841,2.7,-0.1,11181010
2157,821,8,2452956,39.8,37220000,307,100,360,360,42.7,20.47,20,841,3,0.3,11253374
3307,897,8,2622516,39.8,37220000,307,100,360,360,42.7,20.47,20,841,3.1,0.1,11360001
3840,1198,9,2802424,39.8,37220000,307,100,360,360,42.7,20.47,20,841,3.2,0,11481881
4446,1414,12,2952910,39.8,37220000,307,100,360,360,42.7,20.47,20,841,3.5,0.4,11608116
5093,1555,15,2960305,39.8,37220000,307,100,360,360,42.7,20.47,20,841,3.9,0.4,11737753
4009,1878,14,3132747,39.8,37220000,307,100,360,360,42.7,20.47,20,841,4.8,0.9,11820842
5926,2209,18,3272989,39.8,37220000,307,100,360,360,42.7,20.47,20,841,4.9,0,11942985
6542,2887,20,3395125,39.8,37220000,307,100,360,360,42.7,20.47,20,841,5,0.2,12073090
5567,2251,23,3606921,39.8,37220000,307,100,360,360,42.7,20.47,20,841,5.4,0.4,12175425
6206,3052,29,3812192,39.8,37220000,307,100,360,360,42.7,20.47,20,841,5.9,0.4,12281027
7432,2157,33,4004625,39.8,37220000,307,100,360,360,42.7,20.47,20,841,7.2,1.3,12384797
8126,3307,38,4071623,39.8,37220000,307,100,360,360,42.7,20.47,20,841,7.5,0.3,12493399
6551,3840,43,4287852,39.8,37220000,307,100,360,360,42.7,20.47,20,841,8.9,1.5,12566674
10122,6446,52,4400436,39.8,37220000,307,100,360,360,42.7,20.47,20,841,10.2,1.2,12666312
8061,5093,56,4543288,39.8,37220000,307,100,360,360,42.7,20.47,20,841,9.8,-0.4,12748582
7994,4009,58,4613191,39.8,37220000,307,100,360,360,42.7,20.47,20,841,10,0.2,12828763
7646,5926,53,4781228,39.8,37220000,307,100,360,360,42.7,20.47,20,841,9.9,-0.1,12905854
7754,6542,51,4788950,39.8,37220000,307,100,360,360,42.7,20.47,20,841,9.9,0,12983784
7430,5567,56,4787533,39.8,37220000,307,100,360,360,42.7,20.47,20,841,9.7,-0.2,13060114
5695,6206,49,4814401,39.8,37220000,307,100,360,360,42.7,20.47,20,841,9.7,0,13118856
6876,7432,59,4878695,39.8,37220000,307,100,360,360,42.7,20.47,20,841,9.7,0,13189817
6361,8126,51,4956957,39.8,37220000,307,100,360,360,42.7,20.47,20,841,8.2,-1.5,13267252
6026,6551,52,5037803,39.8,37220000,307,100,360,360,42.7,20.47,20,841,7.5,-0.7,13347076
11451,17183,87,5117048,39.8,37220000,307,100,360,360,42.7,20.47,20,841,8.1,0.5,13488498
5186,7994,38,5187863,39.8,37220000,307,100,360,360,42.7,20.47,20,841,7.5,-0.6,13557646
37,3,0,785861,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.4,0.6,646186
32,8,0,803168,26.17,3992000,350,30,10,9,44.68,21.06,4,60,1.9,0.5,647320
41,1,0,812288,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.8,0.9,648832
48,0,0,819107,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.6,-0.3,650518
10,2,1,832935,26.17,3992000,350,30,10,9,44.68,21.06,4,60,1.1,-1.4,651965
62,7,0,842397,26.17,3992000,350,30,10,9,44.68,21.06,4,60,3,1.8,653832
39,22,0,845229,26.17,3992000,350,30,10,9,44.68,21.06,4,60,1.9,-1.1,654703
0,0,0,845296,26.17,3992000,350,30,10,9,44.68,21.06,4,60,,,656802
31,7,0,862658,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2,2,658885
58,11,0,880367,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.7,0.7,660465
69,7,0,886131,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.7,0,662606
32,15,0,910346,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.3,-0.4,665194
60,16,0,934015,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.3,0,666583
0,0,0,941698,26.17,3992000,350,30,10,9,44.68,21.06,4,60,,,669149
168,74,0,953744,26.17,3992000,350,30,10,9,44.68,21.06,4,60,3.2,3.2,674440
40,46,0,985264,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.8,-0.4,675862
127,45,0,1012251,26.17,3992000,350,30,10,9,44.68,21.06,4,60,3.7,0.9,679298
100,18,0,1020935,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.4,-1.3,683472
98,62,0,1067301,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.9,0.5,686814
111,44,0,1113957,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.5,0.4,691184
124,35,2,1140674,26.17,3992000,350,30,10,9,44.68,21.06,4,60,2.7,0.2,695782
166,13,0,1190622,26.17,3992000,350,30,10,9,44.68,21.06,4,60,3.3,0.6,700857
141,50,0,1237738,26.17,3992000,350,30,10,9,44.68,21.06,4,60,3.2,-0.1,705279
173,67,2,1261437,26.17,3992000,350,30,10,9,44.68,21.06,4,60,4,0.8,709639
247,41,0,1267062,26.17,3992000,350,30,10,9,44.68,21.06,4,60,4.6,0.7,714957
134,62,1,1282367,26.17,3992000,350,30,10,9,44.68,21.06,4,60,5,0.3,717664
271,87,1,1301258,26.17,3992000,350,30,10,9,44.68,21.06,4,60,5,0,723049
240,59,0,1319613,26.17,3992000,350,30,10,9,44.68,21.06,4,60,5.3,0.3,727535
300,75,3,1347904,26.17,3992000,350,30,10,9,44.68,21.06,4,60,5.6,0.3,732887
315,149,1,1375527,26.17,3992000,350,30,10,9,44.68,21.06,4,60,6.1,0.5,738070
359,117,1,1393657,26.17,3992000,350,30,10,9,44.68,21.06,4,60,6,0,744022
8474,1084,39,8145161,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,4.1,0.9,36147340
9587,583,36,8397204,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,4.9,0.7,36344993
12748,2207,46,8493959,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,6,1.2,36557245
15276,2769,67,8825419,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,7.5,1.5,36761069
13604,3197,72,9359564,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,7,-0.5,36954537
17963,3474,85,9719899,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,8.2,1.2,37173548
20439,4517,67,10028839,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,9.7,1.5,37384344
22339,4222,104,10273996,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,10.8,1.1,37590753
27360,6429,103,10538702,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,12.2,1.4,37814182
27334,7831,120,10712739,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,12.7,0.4,38029865
30566,9041,127,10718375,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,12.9,0.2,38266474
28211,10978,167,10909765,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,14.1,1.1,38467016
29574,14391,162,11120780,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,14.8,0.7,38666846
33106,14198,187,11259746,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,14.7,-0.1,38892416
34254,16514,195,11441728,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,17.4,2.7,39089449
36605,22566,196,11623695,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,16.2,-1.1,39314905
37944,23231,222,11777209,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,16.8,0.5,39540989
35311,25633,206,11783880,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,14.7,-2,39780573
33551,26719,249,11947728,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,19,4.2,39957293
32921,30398,264,12061303,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,17.9,-1.1,40141354
29751,35903,265,12169510,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,15.9,-2,40328141
35104,25613,295,12355555,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,15.6,-0.4,40553875
34372,32494,332,12559034,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,14.1,-1.5,40798042
30180,38826,304,12720794,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,12.3,-2.8,41064661
30857,36650,288,12705514,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,10.4,-0.9,41362046
29052,38687,285,12865305,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,12.7,2.3,41591659
25770,38683,351,13024883,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,12.4,-0.3,41800223
31111,40852,353,13175325,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,13.4,1.1,42032261
26622,28902,350,13330583,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,11.8,-1.6,42258373
27763,33117,372,13470982,22.3,224979000,830,184,800,753,37.82,17.99,2316,11461,11.5,-0.3,42499776
26636,34721,297,13593961,22.3,11141000,189,180,103,103,40.5,20.88,405,2073,2.6,-0.9,42724305
787,265,3,1182912,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,2.3,-0.3,2950213
748,327,5,1243782,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,3.7,1.3,2982382
1233,317,3,1283673,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,4.1,0.4,3016050
1333,243,8,1308881,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,3.7,-0.4,3048668
1334,605,7,1362066,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,4.2,0.5,3085100
1925,405,13,1403195,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,4.3,0.1,3131226
1953,483,13,1432077,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,5.7,1.4,3176482
2220,397,9,1466970,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,7.3,1.5,3215093
2402,1080,17,1519067,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,5.3,-2,3248037
2757,802,37,1565437,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,8,2.7,3300338
2630,708,12,1568172,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,7.1,-0.9,3333159
2160,532,24,1628191,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,10.7,3.6,3363489
3012,734,27,1678639,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,13.1,2.4,3391513
4807,894,34,1715839,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,11,-2.1,3428170
3998,1744,19,1767551,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,12,1.1,3464616
4339,1179,49,1810381,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,14,0.2,3500685
5084,1466,81,1850805,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,11.6,-2.4,3536994
4368,1748,44,1867987,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,8,-3.6,3574574
5058,1601,67,1918491,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,15.1,7,3637694
5703,1471,96,1951517,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,14.3,-0.8,3675568
6054,3485,108,1990231,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,18.1,3.8,3718006
6251,3129,85,2033587,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,18.8,0.7,3752603
5654,4215,122,2076143,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,16.9,-2,3782632
5493,3644,107,2096753,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,21.3,4.5,3815200
5606,2935,71,2101879,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,16.3,-5.1,3841463
5403,3344,128,2111065,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,18.5,2.2,3874678
7028,5696,85,2139623,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,,,3912724
7783,4757,127,2182985,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,23.8,-5.3,3918586
8517,4548,151,2241465,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,26.2,2.3,3954321
9642,4643,137,2287995,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,21.3,-4.8,3991171
8390,4771,118,2326309,30.2,11141000,189,180,103,103,40.5,20.88,405,2073,22,0.7,4030481
2783,957,7,7312694,31.9,126663,1129,401,290,308,43.59,22.57,22,1150,8.3,0.2,9396694
3648,1146,8,7674634,31.9,126663,1129,405,320,308,43.59,22.57,22,1150,10.1,1.8,9432811
4043,1268,12,7891650,31.9,126663,1129,450,380,308,43.59,22.57,22,1150,11,0.9,9469676
4398,1773,10,7982640,31.9,126663,1129,430,250,308,43.59,22.57,22,1150,10.9,-0.1,9510048
4511,1947,14,8226026,31.9,126663,1129,420,255,308,43.59,22.57,22,1150,12.2,1.3,9547164
4817,2278,20,8345753,31.9,126663,1129,441,304,308,43.59,22.57,22,1150,11.4,-0.7,9589378
5892,2297,24,8443337,31.9,126663,1129,452,315,308,43.59,22.57,22,1150,13.6,2.1,9632841
6769,2387,22,8468838,31.9,126663,1129,462,269,308,43.59,22.57,22,1150,16.1,2.5,9674962
6910,2818,26,8609305,31.9,126663,1129,482,369,308,43.59,22.57,22,1150,17.2,1.1,9715115
7713,3426,34,8740073,31.9,126663,1129,495,400,308,43.59,22.57,22,1150,16.4,-0.8,9762086
8419,4053,28,8764173,31.9,126663,1129,462,242,308,43.59,22.57,22,1150,18.3,1.9,9808160
8426,4608,38,8976743,31.9,126663,1129,430,306,308,43.59,22.57,22,1150,20,1.7,9850278
9819,4805,46,9211156,31.9,126663,1129,472,402,308,43.59,22.57,22,1150,19.6,-2.4,9900322
10784,5616,58,9396277,31.9,126663,1129,410,268,308,43.59,22.57,22,1150,21.6,1.9,9950336
11948,6590,56,9558932,31.9,126663,1129,405,350,308,43.59,22.57,22,1150,22.5,0.9,10003490
12876,6878,59,9780926,31.9,126663,1129,409,348,308,43.59,22.57,22,1150,24.5,2,10056136
14281,7584,59,9938711,31.9,126663,1129,500,377,308,43.59,22.57,22,1150,25.9,1.5,10111196
15889,8407,57,9969252,31.9,126663,1129,500,289,308,43.59,22.57,22,1150,28.6,2.6,10166796
15992,9775,68,10230498,31.9,126663,1129,409,264,308,43.59,22.57,22,1150,32.9,4.4,10215358
16403,10664,73,10438235,31.9,126663,1129,408,333,308,43.59,22.57,22,1150,29.7,-3.3,10270645
17207,11933,77,10632087,31.9,126663,1129,406,392,308,43.59,22.57,22,1150,31.3,1.7,10325581
17403,12885,89,10782136,31.9,126663,1129,408,403,308,43.59,22.57,22,1150,32.4,1.1,10379305
17411,13932,96,10972478,31.9,126663,1129,450,411,308,43.59,22.57,22,1150,32.7,0.3,10432553
17512,14374,103,11064671,31.9,126663,1129,480,249,308,43.59,22.57,22,1150,31.1,-1.6,10488850
17515,15587,92,11066286,31.9,126663,1129,482,260,308,43.59,22.57,22,1150,31.2,0.1,10545059
17501,15937,98,11243084,31.9,126663,1129,483,328,308,43.59,22.57,22,1150,31.7,0.5,10600346
17639,16547,107,11385336,31.9,126663,1129,481,316,308,43.59,22.57,22,1150,30.5,-1.1,10658094
18102,17073,103,11475371,31.9,126663,1129,480,405,308,43.59,22.57,22,1150,30.4,-0.1,10717613
18431,17412,117,11559879,31.9,126663,1129,473,288,308,43.59,22.57,22,1150,30.7,0.3,10777718
19216,17780,112,11785949,31.9,126663,1129,460,399,308,43.59,22.57,22,1150,29.8,-0.9,10842269
19436,18243,127,11891417,31.9,126663,1129,460,321,308,43.59,22.57,22,1150,30.7,0.9,10905646
